sentence	label
林园：现在是牛市初期套不住人 但首先要买消费和券商	中性
重建中的东阿阿胶 消化“堰塞湖”库存需两年半	负面
中直股份(600038)：营收利润持续增长 旋翼航空兵建设稳步推进	正面
生物医药板块午后持续走高，中国医药、海辰药业等拉升封板，太龙	正面
7月河北8个铁矿石项目获批	正面
房企业绩观察 | 土储成发展短板 冠城大通营收、净利双下滑遭问询	负面
从高瓴手中43亿拿下瀚晖制药 老牌药企海正能否凤凰涅槃？	中性
欧洲又一“中国造”大桥通车	正面
如何看待当前市场特征?——天风总量联席解读	中性
【公告抢先看】晚间重要公告：暴风集团公司法定代表人冯鑫被提起公诉、天翔环境约38亿元债务到期未能清偿	负面
深圳市奥拓电子股份有限公司	中性
铁矿石进口量大幅回升 供需矛盾明显缓解	正面
省2019年春运“情满旅途”工作获交通运输部等国家五部委联合表彰	正面
旭辉+融信45亿夺上海闵行宅地 保利置业8.6亿落子崇明	中性
《财富》2020年世界500强榜单：中企124家 央企48家	中性
安信证券诸海滨：新三板已向科创板输送近50家上市公司	中性
安信：重申军工板块确定性增长 重点关注新材料(股)	中性
滞涨的业绩超十倍股仅11只，19家公司半年报业绩超去年全年	中性
生意社：8月10日中石化华中对二甲苯价格暂稳	中性
黄山旅游(600054.SH)：拟与黄山赛富联合黄山区国资公司三方同比例对太平湖文旅公司增资	正面
信用负面周度回顾20200506-20200508	中性
黄山旅游达高峰限客流 业者呼吁复苏需理性并加强安全管理	中性
洽洽食品股份有限公司2020年半年度报告摘要	中性
三一重工两年投77亿研发 年均派发逾8亿现金红利远超同行	正面
厦门象屿股份有限公司	中性
银行理财趋势生变：加大权益类 削弱保本类	中性
冠城大通2020年一季度亏损7565.07万	负面
海信视像(600060)发布100英寸影院级全色激光电视	中性
楚天高速2019年净利6.37亿增长43.44% 董事长薪酬46.12万	正面
九鼎投资2020年第一季度报告正文新浪财经	中性
(上接C85版）天阳宏业科技股份有限公司 首次公开发行股票并在创业板上市发行公告(下转C87版）	正面
晚间公告热点追踪：猪企龙头牧原股份去年预盈超60亿	中性
宁高宁：在真正的管理学里，人就是全部	中性
金圆环保股份有限公司第九届董事会第四十二次会议决议公告	中性
中直股份(600038)：航空产品增速创五年新高 大股东资产整合持续推进	正面
中原高速子公司竞得郑州经开区一宗地块，项目成本约17亿元	正面
水利部：重大水利工程投资完成率较去年同期提高3.4个百分点	中性
7月信托发行规模融资规模齐下降	负面
中信建投：煤价下行超预期 火电成本有望进一步改善	正面
皖维高新：控股股东股权解押、质押事项	中性
创投力量江宁“不负遇见” 2019VC联盟主题活动第一期成功举行	中性
九泰聚鑫混合型证券投资基金开放日常申购、赎回、转换、定期定额投资业务的公告	中性
【光大环保|城发环境】河南垃圾焚烧龙头：后来者居上	中性
博彦科技股份有限公司2020半年度报告摘要	中性
基金早班车：月涨10% 资金纷纷涌入！“后浪”最喜欢的这类ETF还能上车吗？	中性
上海电力：加快清洁能源转型，新能源盈利增厚2019年业绩	正面
5G是如何覆盖地铁的？	中性
国投资本盘中快速上涨	正面
南方航空(600029)：亚洲第一大航司 再迎大周期起点	中性
财经早报：A股7月跑赢全球主要股指 2新股今日申购	中性
中国联通2020年度工会专业专家人才遴选结果公示 3人入选	正面
华电国际电力股份有限公司日常关联交易公告	中性
港口股或成免税概念下一步掘金方向（附股）	中性
绿地启动二次混改 但张玉良不是董明珠	中性
鹏扬稳利债券型证券投资基金基金份额发售公告	中性
中国船舶集团再拿下39亿元LNG船订单	正面
歌华有线等48股近五日获机构净买入	正面
安徽皖通高速公路(00995.HK)与驿达公司订立经营权租赁协议	中性
湖北广济药业股份有限公司第九届董事会第三十次（临时）会议决议公告	中性
警惕虚假理财，防范理财诈骗	中性
“A拆A”上市扩容至27家 13家公司尝鲜创业板注册制	中性
儒商大会上 山东最新公开40家国企混改项目（附项目详情）	中性
中原高速拟发行5亿元超短融，偿还有息债务	负面
四川路桥建设集团股份有限公司关于公司2019年度日常性关联交易情况及预计2020年度日常性关联交易公告的补充更正公告	中性
冠城大通存量资金缺口超37亿元，发行逾17亿元公司债获证监会核准	正面
北向资金单日净流入7.91亿！加仓这些板块	正面
中国联通全力以赴迎战台风“黑格比”	正面
市场行情一周回顾	中性
中直股份大跌	负面
小挖继续领跑市场 6月挖机销量增速大概率超70%	正面
“黄山旅游”转型艰难：管理乱象丛生 周边销售冷清	负面
营收仅剩六年前一半 上市公司兰州黄河靠炒股又扭亏	中性
武汉东湖高新集团股份有限公司 2020年半年度报告摘要	中性
【大行评级 | 大和：降华能国际电力目标价至2.5港元 评级“逊于大市”】	负面
年内银行发行二级资本债超1900亿元 中小银行成主力	中性
浙江广厦：公司对外提供2.25亿元担保	中性
南京高科：拟发行3亿元超短期融资券 期限180天	中性
快讯：内房股午后涨幅扩大 龙湖集团涨7%融创涨5%	正面
12笔43.3亿美元！房企7月首周融资忙 美元债再受追捧	中性
疫情之下，这座城市在外商投资领域刷新了一个40多年的纪录！秘诀何在	正面
兴业投资：伊拉克减产承诺VS疫情抑制需求，国际油价高位整固	中性
外资买买买 3只股票买超预警线	中性
国投资本：对安信证券增资79.44亿元	正面
皖维高新：决定捐赠现金200万元、医用防护物资86万元	中性
浙江广厦(600052.SH)截止5月18日累计回购1.01%股份	中性
中国联通升近3% 报4.47港元	正面
中原高速开通防疫物资运输专用绿色通道 确保防疫物资优先通行	正面
中国联通2020年劳动和技能竞赛内容大曝光	中性
华润双鹤：董事、专门委员会委员范彦喜辞职	中性
股市火热分流银行存款！7月新增存款不足千亿	中性
南方航空(600029.SH)公开发行A股可转债申请获中国证监会受理	正面
大宗交易：机构账户买入三一重工10.04亿元（07-16）	正面
上海机场(600009.SH)：决定申请注册发行不超40亿元超短期融资券	正面
【公告抢先看】晚间重要公告：江淮汽车和大众中国投资拟向江淮大众进行增资、纳思达拟收购奔图电子100%股权	中性
在停车场发电，用旧电池组储能	中性
重磅利好激活旅游酒店板块，12股联袂涨停，“机构+资金”锁定6股！	正面
5G智能电网在3GPP R18中成功立项	正面
REITs板块开盘大涨，海航投资、光大嘉宝、电子城、世联行一	正面
北汽定增、东风回A 传统车企逐鹿高端新能源汽车市场	中性
奥瑞金科技股份有限公司关于2020年第一次临时股东大会决议的公告	中性
“并购王”建龙集团将重整中国最大轴承集团	正面
A股餐桌上公司大揭秘：搞销售年花1019亿 8公司广告宣传费超10亿	中性
中信证券：预计CPI从8月开始持续下行	中性
首创股份(600008)在手项目充足，低估值高成长持续可期	中性
日照港股份有限公司2019年年度股东大会决议公告	中性
碧桂园创投、保利资本设立基金完成首期募集 金额超15亿	正面
皖通高速(600012)：公路恢复收费 估值有望修复	中性
以5G新基建为引领 海南联通赋能自贸港发展	正面
中国医药健康产业股份有限公司关于子公司获得药品注册批件的公告	正面
冠城大通：拟分拆大通新材在上交所主板上市	中性
华能国际电力(00902)完成发行25亿元2020年可续期公司债券（第二期）	中性
【异动股】航天航空板块拉升，航发科技(600391-CN)涨停	正面
业绩持续改善 军工板块确定性高	中性
从第三梯队“B+”到第一梯队“A+”——山钢集团新旧动能转换三年发展综述	正面
华能水电(600025)首次覆盖报告：拐点已至	正面
湛江“出圈”：“隐秘的角落”每天营业额增长过半	正面
古越龙山定增方案遇变数 董办称：因原方案证监会不批	负面
古越龙山：调整定增方案 对发行对象、定价原则及限售期进行调整	中性
春秋航空董事长王煜的疫情大考：守业守不住的 一定要继续创业	中性
不能随时出发旅行，“随心飞”别乱买了！	中性
武汉加油 逾300家上市公司发出最强音	中性
四川路桥建设集团股份有限公司2019年度第一期中期票据2020年付息完成公告	中性
龙岩卓越新能源股份有限公司东宝厂区在设备维修过程中意外发生火情，健康元拟引进战略投资者高瓴资本	负面
福建高速公布半年报 上半年净利增加12.37%	正面
42股获股东增持 十大增持王曝光	中性
古越龙山(SH600059)：引入战略投资者并签署战略合作协议	正面
黄山旅游(600054)：短期困境不影响公司外延布局	中性
大和：华电国际电力降至持有评级 目标价降至2.7港元	中性
中国国贸：提名林明志等为第八届董事会董事候选人	中性
中国医药工业百强出炉，中恒集团凭什么拿下两大榜单？	中性
福建龙岩首期5G网络正式建成	正面
港股午评：恒指涨2.4% 餐饮股、航空股走强	正面
上海国际港务（集团）股份有限公司关于全资子公司发行境外美元债券完成的公告	正面
全球一周专利追踪：华为和高通握手言和 支付18亿实现交叉许可	中性
7月16日上市公司重要公告集锦：渤海租赁上半年预亏18亿元-27亿元	负面
首创股份：2020年上半年业绩高增长，水务板块量价齐升，餐厨技术实现创新突破	正面
中远海运能源运输股份有限公司2019年年度股东大会决议公告	中性
宇通汽车：关于坠湖公交车事件一切以权威部门调查结果为准	中性
时代早课 | 亚洲消费电子展宣布永久停办	负面
中国一重、华为、联想、TCL…与光大齐聚线上，他们说了啥？	中性
7月2日晚间上市公司十大重磅公告	中性
清华大学-浦发银行数字金融技术联合探索构建智能化数字金融体系	正面
证监会并购重组审核委员会定于4月22日审核北新路桥(0023	中性
宁波联合集团股份有限公司关于收到《中国证监会行政许可申请受理单》的公告	中性
厦门国际银行因未经授权查询征信信息等被罚款347.5万元	负面
2H20盈利有望提速	正面
东风集团拟回归创业板，为岚图募集资金	中性
晚间公告热点追踪：新冠疫苗龙头康希诺遭弃购3978股	负面
【华创交运*深度】华夏航空（系列4）：成长性仍被低估，预期两年或存近翻倍空间—支线航空龙头200亿+市值进阶之路演绎	中性
420亿私有化交易方案出炉 海尔智家将三股同行	中性
7月22日操盘必读：影响股市利好与利空消息	中性
东风集团拟回归创业板！为新能源乘用车项目募资	中性
1205亿资金争夺20股：主力资金重点出击9股(名单)	中性
包钢股份现1笔大宗交易 共成交50.61万元	中性
股海导航 3月25日沪深股市公告提示	中性
79股机构首次关注 宝信软件涨幅空间最大	中性
油价两连降后仍承压 交运行业受机构热捧	中性
金股预测晚间版：浙江富润等3股后市备受关注	正面
招商公路组团上市公司 拟收购境外路桥标的	正面
上港集团试运行“内陆无水港”项目，新基建建设按下加速度	正面
四川路桥建设集团股份有限公司	中性
华能水电(600025)：2019年业绩略超预期；来水、疫情影响1Q20表现	正面
华润双鹤一季度营收净利双双下滑 预提费用增加致其他应付款较期初增3.09亿	负面
港股异动︱中远海能(01138)高开逾6% 预计中期净利大增至28.1亿元-30.1亿元	正面
包钢1.2万吨结构管助力兰州奥体中心加速建设	中性
皖通高速公路2019年净利润10.98亿人民币转型发展迫在眉睫	中性
沿海进口煤需求太过冷清 国内下水煤延续弱势	中性
华电国际2020年第一季度报告正文新浪财经	中性
【天风地产】销售开工不乐观、投资竣工不悲观、政策边际持续向好 ——2020年1-3月房地产统计数据点评	正面
五大银行辟谣“集体降薪” 银行“高富帅”不富了？	中性
扩大业务规模提升竞争力 国投资本对全资子公司安信证券增资79.44亿元	正面
紫林醋业IPO材料获证监会接收 专家：厘清财务问题至关重要	中性
安徽皖通高速公路委任项小龙为执行董事及董事长 项小龙简历资料介绍	中性
南方航空：公司6月客运运力投入同比下降44%	负面
中国铁塔上半年超额完成5G建设任务，共建成5G基站21.5万个	正面
华电国际跌3.01%，报3.55元	负面
华电国际(600027)2020年一季报点评：成本改善显著 业绩增速亮眼	正面
银行机构微博影响力哪家强？广发银行下降四位	负面
开启家庭院线新时代 海信发布全球首款100英寸影院级全色激光电视	中性
四川路桥建设集团股份有限公司关于控股股东增持公司股份及增持计划的公告	中性
华能国际：成本降低幅度不及预期，拖累1Q20业绩	负面
东风资本局	中性
晚间公告热点追踪：方正集团五公司被裁定实质合并重整	正面
【港股异动丨华电国际涨5.35% 首季多赚54.44%】	正面
安信证券--家电行业：集成灶 复苏为何这么快？	正面
瑞丰新材引入中石化入股，销售端却遭中石化嫌弃	中性
一家央企一个省区！五央企牵头西北48户煤电企业整合	中性
[快讯]证监会：北新路桥重组获有条件通过 宁波联合重组未获通过	负面
五大银行辟谣“集体降薪” 行业人员这样说	中性
中国石化采购特色鄂产超1亿元 还将加大在鄂投资力度	正面
中航科工(02357)：中直股份拟为中航惠阳不超1.9亿元借款提供担保	中性
着眼长远 长江经济带建设稳步推进	中性
A股券商薪酬大起底：中信证券高管破千万，最有钱的并非董事长	中性
宝山钢铁股份有限公司第七届董事会第二十一次会议决议公告	中性
三峡系再出手 上海环境遭举牌	正面
阿里国际站上半年挖掘机销量逆势增长122%	中性
中信证券：三产及居民用电回升 火电发电量增速转正(附股)	正面
智能电视运营市场熟了？| 如数家珍	中性
数据解盘|今日北向资金合计净流入63.20亿元 券商信托板块遭主力资金抛售	中性
股权变更完成后，上海农村商业银行A股IPO来了！	正面
深圳市皇庭国际企业股份有限公司第九届董事会二○二○年第八次临时会议决议公告	中性
日照港裕廊(06117)：日照市政府所持日照港集团100%国有产权划入山东港口集团获批复	中性
首创股份：公司已取得中国证监会核发的配股批文 适时启动配股发行工作	正面
传媒行业研究：歌华有线复牌 建议关注低PB广电系上市公司	正面
国务院关于平潭国际旅游岛建设方案的批复 受益股	正面
华能水电拟公开发行不超40亿元公司债	正面
东方雨虹参建大兴国际机场南航基地项目顺利通过住建部验收	正面
鼎锋·周报| 仍处“持久战”中的战略防守阶段	中性
首创股份北控水务联合招标采购水表	中性
4月17日上市公司晚间公告速递	中性
去年我国产业数字化增加值规模28.8万亿元 同比名义增长16.8%	正面
北京首创股份有限公司关于公司配股申请获得中国证监会核准的公告	正面
特力Ａ：通过全资子公司汽车工贸持有深圳东风汽车有限公司（简称	中性
校企合作助推人才培养	中性
注意了！控股股东两次巨额套现共17亿 大牛股暴跌市值蒸发80亿！还有个股30笔减持逾2000万股 大股东说未来一年或继续	负面
航空公司直播带货“成绩单”：火爆流量背后收效几何？	中性
晚间公告|农业银行:拟80亿元参与投资国家绿色发展基金	正面
皖通高速公布半年报 上半年净利增加5.96%	正面
南航物流在疆水果运量突破1000吨	正面
虚增、错报 监管揪出多家银行小微贷款规模“数字游戏”	负面
何文波：在推动中国钢铁工业转型高质量发展中 科技有五大作用	正面
A股异动 | 云海金属(002182.SZ)涨停 控股股东协议转让6%股份予宝钢金属	正面
盘后公告集锦|寒武纪将于7月20日上市 中国中免上半年净利同比降低72%	负面
河南中原高速公路股份有限公司2019年第三次临时股东大会决议公告	中性
大宗交易：华能国际成交381.61万元，折价10.87%（07-07）	负面
华能国际(600011)2020年一季报点评：受疫情影响电量下行 估值底部待边际变化	负面
券商股开盘走强，国盛金控拉升封板，浙商证券、东方证券、国投资	正面
九鼎投资跌3.83%，成交额7760万元	负面
北京亿华通科技股份有限公司首次公开发行股票科创板上市公告书（下转C18版）	中性
股海导航 8月5日沪深股市公告提示	中性
聚焦工程建设主业 四川路桥2019年营收突破500亿元	正面
29家上市药企上半年业绩同向上升 原料药企业表现突出	正面
大通新材IPO申请材料获证监会受理，为冠城大通分拆子公司上市	正面
浙江广厦股份有限公司关于回购股份的进展公告	中性
紫光国微180亿并购搁浅:盈利能力不足成资产重组被否主因	中性
国投瑞银顺荣39个月定期开放债券型证券投资基金基金份额发售公告	中性
22家公司拟分拆子公司境内上市 创业板科创板是主要目的地	中性
南方航空：发行A股可转债申请材料获证监会受理	正面
遇到免费医美、整形返现陷阱怎么办？医美乱象信息征集活动启动	中性
首批完成科创板注册的公司 哪家的A股影子股最强？	中性
安信证券--汽车行业深度分析：大众MEB即将国产 供应链再迎新机	正面
题材聚焦|万亿级专项债额度相继下达 工程机械高景气持续	中性
食品饮料走强，古越龙山拉升封板，西麦食品、科迪乳业、珠江啤酒	正面
上港集团：公司为全资子公司上港物流提供6782万元担保	正面
包钢股份大涨	正面
合肥市蜀山区人民政府与民生银行合肥分行签署战略合作协议	正面
英菲尼迪召回进口Q50/Q60和国产Q50L 存在渗油起火隐患!	负面
【安信环保公用邵琳琳团队】华能国际一季报点评：营收和利润均同比下滑，看好二季度业绩高弹性	中性
杠杆资金大幅加仓股曝光！百隆东方买入占比高达46.66%	中性
唐山联通助建“5G﹢智慧曹妃甸”	正面
北向资金单日净流入37.45亿！加仓这些板块	正面
面临股权质押风险、复星、济南财金等投资机构“突击入股” 力诺特玻新三板退市冲A能否如愿？	负面
厦门象屿：上半年归属股东扣非净利润4.55亿元 同比减少18.97%	正面
九九奋斗久久为功 复兴路上国资国企使命担当	正面
【天风地产|周观点】2月销售暂缓加快三四月小阳春，因城施策持续宽松	正面
银保监会放大招，保险资金可大幅“加仓”？先等等！	中性
人挤人！黄山景区现场拥挤不堪 紧急停止入园	负面
【REITs行业研究】深度立体解读基础设施公募REITs（多行业报告版）	中性
民生银行沈阳分行：专业贴心支持企业跨境业务	中性
何文波：坚持创新引领 全面推进钢铁工业高质量发展	正面
国美40亿卖掉北京悦秀城；国海证券13.8亿购外滩中心写字楼；公募REITs进入申报期| 地产投资周报	中性
万丰奥威董事长被发限制消费令 违规担保累及百亿女富豪	负面
五矿发展股份有限公司2020年第一次临时股东大会决议公告	中性
快讯：航天航空板块涨3.99% 获2.4亿元大单资金净买入	正面
上海机场(600009)：透过迷雾 洞悉价值	中性
埃塞航货机货舱起火 浦东机场：已启动应急预案	负面
五矿发展股份有限公司关于2019年度股东大会增加临时提案的公告	中性
华能国际电力股份有限公司	负面
中远海运能源运输股份有限公司关于吸收合并全资子公司通知债权人的公告	中性
102辆国产纯电动客车发运挪威！这张欧洲单笔最大单来自谁？	中性
公告精选：三安光电拟160亿元投资建设第三代半导体产业园项目；长江电力增持上海电力1%股权	中性
华能水电(600025)汛期来水发力，电量拐点可期	正面
金融赋能稳企业 浦发北分灵活金融服务方案输血受困企业	正面
华能国际：业绩暴增剑指百亿，估值修复启动在即	中性
华电国际：一季度净利润同比增长54% 电煤价格下降	正面
湖北自贸区要来了 湖北板块开盘大涨	正面
皖通高速(SH600012)：选举陈季平为职工代表监事	中性
古越龙山引入战略投资者，持续站稳业界领先者地位	正面
北控水务携手首创股份首次联合公开招标 采购管理模式再迎升级	正面
华夏银行江苏一分行竟然报表造假 南京分行行长韩建红生气吗？	负面
上海国际能源交易中心：关于同意中国石化集团石油商业储备有限公司湛江分公司增加原油期货库容的公告；	中性
12月6日盘前重要公司新闻	中性
水利板块拉升走强，新疆天业涨停，科顺股份触板，中国电建涨超4	正面
澳弘电子4年收到现金远不敌营收 实控人先得4亿分红	中性
顺博合金过会：今年IPO获批第82家 国海证券过首单	中性
中远海能2020年上半年预计净利增加22.9亿至24.9亿 全球石油供给大幅高于消费需求	正面
超2500亿解禁将至：十倍牛股英科医疗在列 7股解禁比超五成(名单)	中性
宁波联合并购房企方案缩水 监管是否放行难料	负面
华润双鹤获维格列汀片药品注册批件	正面
股海导航 7月21日沪深股市公告提示	中性
公募调研开足马力：这些股被睿远傅鹏博、工银瑞信赵蓓聚焦	中性
疫情期间全免费 高速公路企业如何渡过难关？	中性
均瑶乳业IPO过关了 报告期员工离职率超过50%	中性
南京银行大股东南京紫金投资增持1%股份	正面
晚间公告热点追踪：多家银行拟参投国家绿色发展基金	中性
沪指涨3.11% 荣盛石化、三一重工等66只个股盘中股价创历史新高	中性
8月7日上市公司晚间公告速递	中性
福建高速大幅拉升1.28% 股价创近2个月新高	正面
民生银行上海分行：专业高效服务民营企业	中性
三盛教育：为控股子公司广州华欣提供担保	中性
【异动股】钢铁行业板块下挫，首钢股份(000959-CN)跌8.62%	负面
东北证券：顺丰物流底盘继续夯实，关注国际航线边际改善	正面
涨停板复盘：指数早盘V型反转 超80只个股跌停	负面
晚间公告热点追踪：“抗疫”概念股披露年中业绩 多数预喜	中性
浙江广厦2019年度预计实现净利13.75亿元左右 增长1067%左右	正面
白云机场(600004)拟现金分红40%	正面
首创股份：投资2.99亿元建设广东深圳公明水质净化厂二期PPP项目	正面
深圳芮欧百货、日本吉野家、优衣库宣布关店；万达等多家商场开业… | 赢商周报	中性
洽洽食品股份有限公司关于	中性
宁波联合：2019年实现净利3.2亿元 拟每10股派发现金红利2元	正面
财经早报：国常会明确新基建投资模式 坚持市场投入为主	中性
6月12日上市公司重要公告集锦：洁美科技预计上半年净利润同比增长140%～180%	正面
北向资金单日净流出53.91亿！加仓这些板块	正面
战投加码古越龙山全国化，“黄酒老大哥”难撕“小众”标签	中性
A股仍有113家年报“困难”户，疫情和“临阵换将”成主因	负面
控股股东两次巨额套现共17亿 爱尔眼科市值蒸发超过80亿	负面
宁波联合集团股份有限公司发行股份购买资产暨关联交易报告书（草案）摘要（修订稿）	中性
古越龙山：总会计师傅武翔退休，董秘吴晓钧代职	中性
A股又遇“黑色星期五”，创业板指跌逾6%！北上资金单日净卖163亿，但猛买这些个股！下周如何操作？	负面
浙江广厦：为建工建材公司提供担保	中性
青岛建设智慧城市，海信何以成为重要力量？	正面
北京第二批科技监管沙箱项目公示 浦发银行“政融通”入盒	中性
华能国际(00902-HK)完成发行人民币20亿元超短期融资券	正面
国家药监局、商务部、海关总署及中国医药	中性
两部门组织开展第三批物流园区示范工作 相关公司或受关注	正面
皖通高速(00995.HK)：宁宣杭公司拟项目资本金债务转增资本公积	中性
华西固收研究地产债择券系列：商业地产怎么看？	中性
上港集团监事温翎辞职 因年龄原因	中性
快讯：开盘1小时银行涨2.03% 板块获14.5亿元大单资金抢筹	正面
安通控股股份有限公司第七届董事会2020年第三次临时会议决议的公告	中性
保利地产前7月实现签约金额2731.51亿元，同比下降2.33%	中性
南京银行：大股东南京高科累计增持2.99亿元	正面
天翔环境逾37亿债务逾期 6家银行受牵连	负面
被贷款女子再度回应：浦发银行鉴定系银行单方面行为	负面
北京淳中科技股份有限公司第二届董事会第十六次会议决议公告	中性
黄山旅游：黄山风景区今起恢复开放 每日接待不超1万人	正面
古越龙山(600059.SH)终止附条件生效的非公开发行股份认购协议及其补充协议	中性
快讯华润双鹤：2020 年第一季度营收、净利双降 分别同比下滑17.12%、16.46%	负面
阿里创投退出钢铁B2B公司五矿电商 此前曾持股44%	中性
东风集团大涨！拟在创业板上市 券商：市场预计产生积极反应	正面
非常时期纾痛点 车企发力有信心	中性
皖通高速(00995.HK)拟3月22日举行董事会议 审核年度业绩	中性
万泰生物新冠检测盒产品获得美国FDA紧急使用授权，嘉化能源实控人遭证监会立案调查	负面
地产项目被曝质量问题 葛洲坝面临规模瓶颈与品质监控双重困局	负面
6月百强房企销售持续超预期 高股息低估值地产股值得重点关注	正面
证券时报e公司讯，券商股盘中异动拉升，截至9:58，中信建投涨超5%，中信证券、海通证券等纷纷跟涨	正面
富力正式获批实施H股全流通 会德丰7月27日完成退市	中性
《财富》世界500强发布 中石化第2，国网第3，华为首次进前50	中性
市场化改革持续推进 并购重组成提高上市公司质量重要方式	中性
多家地摊经济概念股提示风险，ST康美预计2019年亏损46.15亿元	负面
宁波联合集团股份有限公司关于收到中国证监会并购重组审核委员会审核公司发行股份购买资产暨关联交易事项的提示性公告	中性
晚间公告热点追踪：豫金刚石修正后亏损51.51亿元	负面
上海电力(600021)：清洁能源持续加码 核心业务盈利可观	正面
沪深交易所严管信息披露 8月至今已发10张监管函	负面
当运营商的线下营业厅 搭上电竞这辆车	正面
山东国资：资本市场作为助力混改	中性
华润双鹤药业股份有限公司关于控股股东的间接控股公司华润医药集团有限公司刊发2019年年度报告的提示性公 告	中性
聚指成拳 山东国企加速“合并同类项”	中性
MPS事件新进展 光大证券子公司被判赔付招商银行、华瑞银行超35亿元	负面
2020年《财富》世界500强盈利排行：苹果第3、微软第5	中性
河南中原高速公路股份有限公司对外投资进展公告	中性
晚间公告热点追踪：众泰汽车计提商誉减值准备60亿	中性
九鼎投资向在管基金输血20亿 另向控股股东借款20亿	中性
股海导航 4月7日沪深股市公告提示	中性
【天风地产】百强销售4月持续回暖，二季度大概率追平——百强房企2020年4月销售点评	正面
白云机场(600004.SH)6月旅客吞吐量按年减少46%	负面
8月以来银行机构被罚没逾千万元	负面
航班管家发布《2020年7月中国民航运行数据报告》	中性
华能水电(600025)：来水偏枯拖累上半年电量 资本开支高位回落有望支撑现金流稳健	正面
致敬登峰精神，宇通纯电动客车在珠峰安全运营超1000天	正面
深圳欧陆通电子股份有限公司 首次公开发行股票并在创业板上市发行公告(上接C65版)	正面
1630家公司2019年存货周转提速 26家高存货周转公司营收净利增长	正面
厦门象屿(600057)2020年中报点评：Q2业绩加速增长 归母净利润同比增长33%	正面
扩编近千人，特斯拉猛攻本土化，近百只概念股市值狂飙超八千亿	正面
5月24日沪深两市最新交易提示	中性
股海导航 7月14日沪深股市公告提示	中性
网购回国机票遇假代理 65名留学生被骗近170万元	负面
早间公告|平治信息控制权拟发生变更	中性
上海银行两家主要股东限售股解禁 近两年增持股份逾23亿元	中性
白云机场：5月旅客吞吐量248.25万人次 同比降58.20%	负面
福建发展高速公路股份有限公司第八届董事会第十二次会议决议公告	中性
（上接C62版）江苏海晨物流股份有限公司 首次公开发行股票并在创业板上市发行公告（下转C64版）	中性
民航第四份熔断指令：暂停一莫斯科-北京航班	负面
千亿资金净流出：7股出逃最凶 尾盘资金猛砸科技股	负面
中国石化荣获抗疫致敬品牌企业	正面
楚天高速拟1元回购股份，作业绩补偿	中性
青岛浦发银行与青医附院崂山院区开展青年交流活动	正面
广电系个股走势活跃：歌华有线等涨停 “全国一网”加快推进	正面
浙江广厦：为广厦控股提供担保	中性
春秋航空董事长王煜：疫情下守业守不住的，一定要继续创业	中性
港股开盘(7.17)︱恒指涨0.69% 中远海能(01138)高开6% 预期中期净利大增	正面
基金Q2调仓路径浮现：中国中免跻身重仓前十 多只银行股遭减持	负面
广发证券--钢铁行业2020年8月投资策略：8月供需有望改善 成本压力减弱 盈利将改善	正面
年报季 | 心脉医疗新品贡献大，中信出版一季度预计大幅下滑	负面
“喜迎”制裁 电视开机广告终于不再任性	中性
上市公司晚间利空汇总：双林股份涉嫌信息披露违法违规 副董事长吴少伟被证监会立案调查	负面
7月10日山东钢铁部分产品出厂价格调整信息	中性
4月8日上市公司晚间公告速递	中性
四川路桥：盈利持续提升 铁投集团持续增持彰显未来信心	正面
主力资金：抖音概念明星股被砸懵 两大OLED龙头获资金抢筹	正面
兴业投资:经济复苏步履蹒跚 国际油价周五收跌逾1%	中性
国际金价现“过山车”行情 业内提醒入市需谨慎	中性
国投资本(600061.SH)：拟对安信证券增资约79.44亿元	正面
北元化工过会：今年IPO获批第146家 华泰联合过2单	中性
中国能建葛洲坝职工公共服务中心建成开放	中性
广州两宗土地收金41.35亿 奥园、保利各落一子	中性
2G物联网向NB-IoT+4G+5G切换 或五年内完成	正面
重整后净利持续1千万左右 煤“中介”ST云维亟待新资产注入	中性
关于开放招商科技创新混合型证券投资基金日常申购及定期定额投资业务和规模控制安排的公告	中性
今年石油行业最大并购诞生！7-11母公司210亿美元收购美国加油站	正面
中国医药工业百强榜单发布 广药居中药企首位	正面
港股倒跌111点现报24598点 失守50天线	中性
安信信托百亿产品风险化解有望 深圳旧改项目找到世茂地产合作	正面
北上资金爆买A股	正面
券商股盘中异动拉升，截至发稿，中信建投涨超5%，中信证券、海	正面
低估值高股息的核心资产股票名单，竟有逆市下跌股，几十家机构推荐买入	正面
广州白云国际机场股份有限公司2020年6月生产经营数据快报	中性
力争3年新增60家上市公司 广州能做到吗？	中性
江西联通与宜春市人民政府达成“5G＋数字经济”战略合作	正面
三一重工(600031.SH)：向文波已累计减持428.3万股	负面
"1500：32！有一种上市公司""A拆A"" 叫做投资者觉得你应该分拆上市"	中性
南京高科（600064.SH）：子公司以20.4亿元竞得NO.2020G15号地块	正面
否认“非法放贷”、屡涉借款纠纷，外贸信托消金业务如何突围？	负面
冠城大通(600067.SH)：第一期员工持股计划存续期延长一年	中性
包钢股份二季度重点产品质量攻关稳中有进	正面
宇通客车与觉非科技合作，推出“智慧公交车”投入试运行阶段	正面
大族激光筹划分拆大族数控至境内交易所上市，歌华有线实控人拟变更为国务院明起复牌	中性
华润双鹤药业股份有限公司关于2019年度利润分配方案更正公告	中性
